stage,band,macd_mode,exit,lookahead,n_closed,n_open,win_rate,base_rate,z,p_value,expected_wins,wins,mean_ret,median_ret,mean_hold_bars,median_hold_bars,profit_factor,edge_pp,symbols_scored,symbols_with_positive_edge
S,b_00_20,dif_gt_dea,trail_5,False,10,0,0.5,0.5210340999848542,-0.4507316434665748,0.6739085134669826,5.210340999848542,5.0,0.06672366159153315,0.015027697552160157,10.3,10.0,3.209576701414682,-2.103409998485417,0,0
S,b_00_20,dif_gt_dea,trail_10,False,9,0,0.4444444444444444,0.5204204943504396,-0.7945022301445814,0.7865484444138893,4.683784449153956,4.0,0.020514683090141,-0.021641788814083185,17.333333333333332,12.0,1.3421264386680254,-7.597604990599516,0,0
S,b_00_20,dif_gt_dea,fixed_5,False,10,0,0.6,0.513578062804069,0.23080155590950113,0.40873448621304653,5.13578062804069,6.0,0.01154874079669128,0.02281473629882058,5.0,5.0,1.2526033551942826,8.642193719593095,0,0
S,b_00_20,dif_gt_dea,fixed_10,False,10,0,0.5,0.529001549701129,-0.5013292519253605,0.691930289167173,5.29001549701129,5.0,0.016748062460200497,0.012847885893148336,10.0,10.0,1.233487604769145,-2.9001549701129004,0,0
S,b_00_20,dif_gt_dea,fixed_20,False,9,0,0.6666666666666666,0.5203264058378324,0.546691152886423,0.2922954666716604,4.682937652540492,6.0,0.05580907035486615,0.01351350045186761,20.0,20.0,1.856256319110057,14.634026082883423,0,0
S,b_00_20,dif_gt_zero,death_cross,False,1,0,0.0,0.5411322423706325,-2.0893462548568937,0.9816617172674226,0.5411322423706325,0.0,-0.02820837557817979,-0.02820837557817979,5.0,5.0,0.0,-54.11322423706325,0,0
S,b_00_20,dif_gt_zero,k_turn_down,False,1,0,0.0,0.5253038674033149,-2.053238739310995,0.9799752855115254,0.5253038674033149,0.0,-0.01645687971768761,-0.01645687971768761,2.0,2.0,0.0,-52.530386740331494,0,0
S,b_00_20,dif_gt_zero,k_over_80,False,1,0,1.0,0.5653232949512843,-0.13177604192555045,0.5524192814767305,0.5653232949512843,1.0,0.14104382011459005,0.14104382011459005,11.0,11.0,inf,43.46767050487157,0,0
S,b_00_20,dif_gt_zero,macd_death,False,1,0,1.0,0.6083667111704495,-0.2220104270375013,0.5878471168629525,0.6083667111704495,1.0,0.3018340423645345,0.3018340423645345,33.0,33.0,inf,39.16332888295505,0,0
S,b_00_20,dif_gt_zero,trail_5,False,1,0,0.0,0.5411322423706325,-2.0893462548568937,0.9816617172674226,0.5411322423706325,0.0,-0.02820837557817979,-0.02820837557817979,5.0,5.0,0.0,-54.11322423706325,0,0
S,b_00_20,dif_gt_zero,trail_10,False,1,0,1.0,0.6083277666443999,-0.22192671125688937,0.5878145318016473,0.6083277666443999,1.0,0.2143866638575347,0.2143866638575347,36.0,36.0,inf,39.16722333556001,0,0
S,b_00_20,dif_gt_zero,fixed_5,False,1,0,0.0,0.5411322423706325,-2.0893462548568937,0.9816617172674226,0.5411322423706325,0.0,-0.02820837557817979,-0.02820837557817979,5.0,5.0,0.0,-54.11322423706325,0,0
S,b_00_20,dif_gt_zero,fixed_10,False,1,0,1.0,0.5627628957272526,-0.12652657151446978,0.5503424414820863,0.5627628957272526,1.0,0.07663211460822494,0.07663211460822494,10.0,10.0,inf,43.72371042727474,0,0
S,b_00_20,dif_gt_zero,fixed_20,False,1,0,1.0,0.564011537608165,-0.1290852936432215,0.5513549206912871,0.564011537608165,1.0,0.21156620105844337,0.21156620105844337,20.0,20.0,inf,43.598846239183494,0,0
S,b_00_20,both,death_cross,False,0,0,,,,,,,,,,,,,0,0
S,b_00_20,both,k_turn_down,False,0,0,,,,,,,,,,,,,0,0
S,b_00_20,both,k_over_80,False,0,0,,,,,,,,,,,,,0,0
S,b_00_20,both,macd_death,False,0,0,,,,,,,,,,,,,0,0
S,b_00_20,both,trail_5,False,0,0,,,,,,,,,,,,,0,0
S,b_00_20,both,trail_10,False,0,0,,,,,,,,,,,,,0,0
S,b_00_20,both,fixed_5,False,0,0,,,,,,,,,,,,,0,0
