symbol,arm,signal_date,entry_date,exit_signal_date,exit_date,entry_price,exit_price,ret,hold_bars,entry_bar,exit_bar,closed,base_rate,base_n
NVDA,A-NOMACD-LOOKAHEAD,2000-03-30,2000-03-31,2000-04-11,2000-04-12,0.1524706508264735,0.16800125909164382,0.1018596574552939,8,301,309,True,0.5666716218225063,6727
NVDA,A-NOMACD-LOOKAHEAD,2000-11-30,2000-12-01,2000-12-06,2000-12-07,0.164066353775675,0.14975827895396934,-0.08720907420950441,4,471,475,True,0.5449413162977269,6731
NVDA,A-NOMACD-LOOKAHEAD,2000-12-22,2000-12-26,2000-12-29,2001-01-02,0.13545022869742984,0.12591118773275373,-0.07042469441660759,4,487,491,True,0.5449413162977269,6731
NVDA,A-NOMACD-LOOKAHEAD,2001-07-12,2001-07-13,2001-07-13,2001-07-16,0.3130994196479782,0.30543020946886174,-0.024494488644338785,1,624,625,True,0.5246510246510246,6734
NVDA,A-NOMACD-LOOKAHEAD,2001-07-16,2001-07-17,2001-07-20,2001-07-23,0.2792938062051685,0.28616167000399934,0.024590104206556163,4,626,630,True,0.5449413162977269,6731
NVDA,A-NOMACD-LOOKAHEAD,2001-07-24,2001-07-25,2001-08-07,2001-08-08,0.2757069574446577,0.33473320072546947,0.21409051054745354,10,632,642,True,0.5745724907063197,6725
NVDA,A-NOMACD-LOOKAHEAD,2001-09-21,2001-09-24,2001-09-25,2001-09-26,0.22213748567685876,0.22282430333423747,0.0030918584285131168,2,670,672,True,0.5328976682013961,6733
NVDA,A-NOMACD-LOOKAHEAD,2001-09-27,2001-09-28,2001-09-28,2001-10-01,0.20603644825083328,0.20947035931880612,0.016666522341679535,1,674,675,True,0.5246510246510246,6734
NVDA,A-NOMACD-LOOKAHEAD,2002-02-25,2002-02-26,2002-02-27,2002-02-28,0.4197805645533791,0.4029158400843103,-0.040175095974278374,2,776,778,True,0.5328976682013961,6733
NVDA,A-NOMACD-LOOKAHEAD,2002-03-28,2002-04-01,2002-04-08,2002-04-09,0.31973842024327614,0.33530543252731193,0.048686711694489127,6,799,805,True,0.5556546292168227,6729
NVDA,A-NOMACD-LOOKAHEAD,2002-04-09,2002-04-10,2002-04-10,2002-04-11,0.3135571709812366,0.2915030214851359,-0.07033533765815358,1,806,807,True,0.5246510246510246,6734
NVDA,A-NOMACD-LOOKAHEAD,2002-04-12,2002-04-15,2002-04-18,2002-04-19,0.285321997198203,0.2921138895461202,0.023804306764329652,4,809,813,True,0.5449413162977269,6731
NVDA,A-NOMACD-LOOKAHEAD,2002-04-26,2002-04-29,2002-05-03,2002-05-06,0.2591480505482121,0.2434278900884744,-0.06066092500592868,5,819,824,True,0.5530460624071323,6730
NVDA,A-NOMACD-LOOKAHEAD,2002-06-05,2002-06-06,2002-06-10,2002-06-11,0.24617513676404706,0.24846441228951946,0.009299377490207705,3,846,849,True,0.5372846108140226,6732
NVDA,A-NOMACD-LOOKAHEAD,2002-06-14,2002-06-17,2002-06-18,2002-06-19,0.21984821329821885,0.20527362282948214,-0.06629387726233926,2,853,855,True,0.5328976682013961,6733
NVDA,A-NOMACD-LOOKAHEAD,2002-07-02,2002-07-03,2002-07-16,2002-07-17,0.12179042232967456,0.15902996126984273,0.3057673848881519,9,865,874,True,0.5721082366934285,6726
NVDA,A-NOMACD-LOOKAHEAD,2002-07-29,2002-07-30,2002-07-30,2002-07-31,0.11484657039094688,0.09019816388040908,-0.21462030974571256,1,883,884,True,0.5246510246510246,6734
NVDA,A-NOMACD-LOOKAHEAD,2002-08-07,2002-08-08,2002-08-23,2002-08-26,0.06814493152570739,0.08935844779333432,0.3112999865532806,12,890,902,True,0.5799494273389856,6723
NVDA,A-NOMACD-LOOKAHEAD,2002-09-30,2002-10-01,2002-10-03,2002-10-04,0.0658556785178835,0.06524490106434279,-0.009274484255368365,3,927,930,True,0.5372846108140226,6732
NVDA,A-NOMACD-LOOKAHEAD,2002-12-13,2002-12-16,2002-12-17,2002-12-18,0.10454469513446818,0.10347608463524294,-0.010221565980471525,2,980,982,True,0.5328976682013961,6733
NVDA,A-NOMACD-LOOKAHEAD,2002-12-20,2002-12-23,2002-12-23,2002-12-24,0.09759992524204833,0.09905042841704316,0.014861724242078767,1,985,986,True,0.5246510246510246,6734
NVDA,A-NOMACD-LOOKAHEAD,2002-12-31,2003-01-02,2003-01-09,2003-01-10,0.09157177298715563,0.09157173756960708,-3.8677364644357226e-07,6,991,997,True,0.5556546292168227,6729
NVDA,A-NOMACD-LOOKAHEAD,2003-01-27,2003-01-28,2003-02-06,2003-02-07,0.07547068408814413,0.07951447862114576,0.053580997467556735,8,1008,1016,True,0.5666716218225063,6727
