symbol,arm,signal_date,entry_date,exit_signal_date,exit_date,entry_price,exit_price,ret,hold_bars,entry_bar,exit_bar,closed,base_rate,base_n
NVDA,b_20_50|dif_gt_zero|fixed_5,2018-05-25,2018-05-29,2018-06-05,2018-06-05,6.1450315432003935,6.551239579835776,0.06610349089010947,5,4868,4873,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2018-09-17,2018-09-18,2018-09-25,2018-09-25,6.780177131055425,6.63868143865924,-0.020869025935633667,5,4946,4951,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2018-09-27,2018-09-28,2018-10-05,2018-10-05,6.746536001719056,6.884073392637456,0.0203863717444559,5,4954,4959,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2019-03-11,2019-03-12,2019-03-19,2019-03-19,4.021990761412275,4.282256503132672,0.06471067616997894,5,5065,5070,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2019-05-03,2019-05-06,2019-05-13,2019-05-13,4.35017405728094,4.052726290962937,-0.06837606091189863,5,5103,5108,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2019-07-12,2019-07-15,2019-07-22,2019-07-22,4.180437480835474,4.201283504432008,0.004986565088486383,5,5151,5156,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2019-09-26,2019-09-27,2019-10-04,2019-10-04,4.363425165093212,4.50600817250666,0.032676854081076456,5,5204,5209,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2020-03-04,2020-03-05,2020-03-12,2020-03-12,6.877488899423139,5.607949780649273,-0.18459340863208828,5,5313,5318,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2020-09-17,2020-09-18,2020-09-25,2020-09-25,12.539429199310245,12.39380921782391,-0.011612967318667566,5,5450,5455,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2020-09-25,2020-09-28,2020-10-05,2020-10-05,12.984003310472113,13.17891163738902,0.015011419995534458,5,5456,5461,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2021-02-02,2021-02-03,2021-02-10,2021-02-10,13.58119621183441,14.405123197998494,0.06066674638321845,5,5544,5549,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2021-05-07,2021-05-10,2021-05-17,2021-05-17,14.732902772330645,14.1049716528706,-0.04262100477845687,5,5610,5615,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2021-07-21,2021-07-22,2021-07-29,2021-07-29,19.57429170526757,19.45171630566952,-0.006262060535506486,5,5661,5666,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2021-09-22,2021-09-23,2021-09-30,2021-09-30,22.067576479469295,20.700057620484582,-0.06196959871225516,5,5705,5710,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2021-12-15,2021-12-16,2021-12-23,2021-12-23,31.053897441434426,29.66129326312554,-0.044844747134727414,5,5764,5769,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2023-04-18,2023-04-19,2023-04-26,2023-04-26,27.304980955738124,26.94671176186849,-0.013121019730810146,5,6099,6104,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2023-12-07,2023-12-08,2023-12-15,2023-12-15,46.51232056625321,48.10848518903452,0.03431702833462569,5,6261,6266,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2024-04-10,2024-04-11,2024-04-18,2024-04-18,87.2689793680449,84.82322924703969,-0.028025423681083628,5,6345,6350,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2024-07-03,2024-07-05,2024-07-12,2024-07-12,127.17039258704797,128.04896049446677,0.00690858846580511,5,6403,6408,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2024-12-03,2024-12-04,2024-12-11,2024-12-11,141.77847337465352,137.15514511831444,-0.03260952206843004,5,6509,6514,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2025-10-23,2025-10-24,2025-10-31,2025-10-31,183.60580497197222,206.18701808603035,0.12298746827479223,5,6731,6736,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2026-01-15,2026-01-16,2026-01-26,2026-01-26,188.84966224271636,186.93200550896393,-0.010154409126174602,5,6788,6793,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2026-05-07,2026-05-08,2026-05-15,2026-05-15,212.7820061205359,229.49252726355346,0.07853352568520977,5,6865,6870,True,0.5755894590846047,2163
NVDA,b_20_50|dif_gt_zero|fixed_5,2026-06-01,2026-06-02,2026-06-09,2026-06-09,226.91551751623658,210.6199951171875,-0.07181316896004297,5,6881,6886,True,0.5755894590846047,2163
AAPL,b_20_50|dif_gt_zero|fixed_5,2018-01-04,2018-01-05,2018-01-12,2018-01-12,40.507963753798975,41.14791382880961,0.01579812994057539,5,9347,9352,True,0.5788257050392973,2163
