symbol,arm,signal_date,entry_date,exit_signal_date,exit_date,entry_price,exit_price,ret,hold_bars,entry_bar,exit_bar,closed,base_rate,base_n
NVDA,A-NOK30,2016-03-16,2016-03-17,2016-03-31,2016-04-01,0.8064147217673399,0.8658321567409344,0.07368098990476657,10,4315,4325,True,0.6163096580232995,2661
NVDA,A-NOK30,2016-04-01,2016-04-04,2016-04-04,2016-04-05,0.8912616271496003,0.8675436410799002,-0.026611698907709203,1,4326,4327,True,0.550561797752809,2670
NVDA,A-NOK30,2016-07-22,2016-07-25,2016-07-27,2016-07-28,1.3483314381453637,1.3775045070830583,0.02163642270169297,3,4404,4407,True,0.5764617691154422,2668
NVDA,A-NOK30,2016-07-29,2016-08-01,2016-08-01,2016-08-02,1.4056970876790233,1.3973620265637579,-0.005929485938558576,1,4409,4410,True,0.550561797752809,2670
NVDA,A-NOK30,2016-08-11,2016-08-12,2016-08-17,2016-08-18,1.5174853794986878,1.4968930710718065,-0.013570020973568853,4,4418,4422,True,0.587551556055493,2667
NVDA,A-NOK30,2016-08-23,2016-08-24,2016-08-24,2016-08-25,1.5504916527332242,1.521755805690406,-0.01853337745621686,1,4426,4427,True,0.550561797752809,2670
NVDA,A-NOK30,2016-11-11,2016-11-14,2016-11-29,2016-11-30,2.1635167957236963,2.3022861541671227,0.06414064301128208,11,4483,4494,True,0.6165413533834586,2660
NVDA,A-NOK30,2017-03-30,2017-03-31,2017-04-04,2017-04-05,2.684709836777996,2.463303948480456,-0.08246920589498641,3,4577,4580,True,0.5764617691154422,2668
NVDA,A-NOK30,2017-05-10,2017-05-11,2017-05-25,2017-05-26,2.95660467620869,3.400532615005211,0.15014788496031817,11,4605,4616,True,0.6165413533834586,2660
NVDA,A-NOK30,2017-05-30,2017-05-31,2017-06-01,2017-06-02,3.6165019482286525,3.556100224950482,-0.01670169797855492,2,4618,4620,True,0.5590108654926939,2669
NVDA,A-NOK30,2017-06-05,2017-06-06,2017-06-09,2017-06-12,3.6443618592187907,3.5965329768704746,-0.013124076092314474,4,4622,4626,True,0.587551556055493,2667
NVDA,A-NOK30,2017-09-12,2017-09-13,2017-09-21,2017-09-22,4.160084444846371,4.4490385055449515,0.06945870078588068,7,4691,4698,True,0.6047297297297297,2664
NVDA,A-NOK30,2018-01-03,2018-01-04,2018-01-16,2018-01-17,5.327739439924537,5.449723250238655,0.02289597899627127,8,4769,4777,True,0.6075854299662036,2663
NVDA,A-NOK30,2018-01-19,2018-01-22,2018-01-24,2018-01-25,5.689985059738738,5.876910378141895,0.03285163606593722,3,4780,4783,True,0.5764617691154422,2668
NVDA,A-NOK30,2018-01-26,2018-01-29,2018-01-30,2018-01-31,5.993952772771819,6.068773900387158,0.0124827689592788,2,4785,4787,True,0.5590108654926939,2669
NVDA,A-NOK30,2018-07-26,2018-07-27,2018-07-30,2018-07-31,6.337132824054152,6.025369068604396,-0.049196342274281935,2,4910,4912,True,0.5590108654926939,2669
NVDA,A-NOK30,2018-08-22,2018-08-23,2018-09-05,2018-09-06,6.459269652306198,6.870962963208796,0.06373682057933716,9,4929,4938,True,0.6096919609316304,2662
NVDA,A-NOK30,2019-01-25,2019-01-28,2019-01-28,2019-01-29,3.3812233631027357,3.371319346140535,-0.0029291223615326434,1,5035,5036,True,0.550561797752809,2670
NVDA,A-NOK30,2019-02-20,2019-02-21,2019-02-21,2019-02-22,3.9386119879459383,3.908897822960406,-0.007544324009694736,1,5052,5053,True,0.550561797752809,2670
NVDA,A-NOK30,2019-02-22,2019-02-25,2019-02-25,2019-02-26,4.025278463314607,3.924745387991044,-0.02497543368484867,1,5054,5055,True,0.550561797752809,2670
NVDA,A-NOK30,2019-04-01,2019-04-02,2019-04-12,2019-04-15,4.542275182545903,4.702153118054769,0.035197765235186695,9,5080,5089,True,0.6096919609316304,2662
NVDA,A-NOK30,2019-07-12,2019-07-15,2019-07-25,2019-07-26,4.180437480835474,4.329580786563699,0.03567648276333446,9,5151,5160,True,0.6096919609316304,2662
NVDA,A-NOK30,2019-09-04,2019-09-05,2019-09-16,2019-09-17,4.294121570349542,4.483153706848775,0.044021142252813616,8,5188,5196,True,0.6075854299662036,2663
NVDA,A-NOK30,2019-10-21,2019-10-22,2019-10-22,2019-10-23,4.92580670192421,4.777015568452307,-0.030206449922969836,1,5221,5222,True,0.550561797752809,2670
NVDA,A-NOK30,2019-10-25,2019-10-28,2019-10-30,2019-10-31,5.124528046514247,5.021689363981352,-0.020067932422156876,3,5225,5228,True,0.5764617691154422,2668
NVDA,A-NOK30,2019-11-04,2019-11-05,2019-11-08,2019-11-11,5.228608631295536,5.160545888806701,-0.013017371788251575,4,5231,5235,True,0.587551556055493,2667
NVDA,A-NOK30,2020-01-16,2020-01-17,2020-01-21,2020-01-22,6.207168756490065,6.208659581685237,0.000240177970610711,2,5281,5283,True,0.5590108654926939,2669
NVDA,A-NOK30,2020-04-13,2020-04-14,2020-04-21,2020-04-22,6.840176949824809,6.895645491403493,0.008109226118792945,6,5340,5346,True,0.5981238273921201,2665
