config,days,ann_return,ann_vol,sharpe,max_drawdown,total_return,nw_t
coint|MN|free,3906,0.005798317978844916,0.016412765034072286,0.3532809960300915,0.041612582817737165,0.09175466489765083,1.4969680784282875
coint|MN|actual,3906,-0.0026197465372841196,0.016416857145910627,-0.15957661774115442,0.07442405491219928,-0.04179564646028022,-0.673121760948975
coint|MN|worst,3906,-0.005250391698574436,0.016430027548752852,-0.3195607361579242,0.10245480086763081,-0.08008431192461907,-1.3440132054446052
coint|L1|free,3906,0.18460412497174142,0.19240857223841318,0.9594381519706862,0.326705010356663,12.107227575168327,4.277648645885496
coint|L1|actual,3906,0.17677960884270916,0.19239222138686152,0.9188500843141751,0.3276719502247163,10.611630776151804,4.100069552550591
coint|L1|worst,3906,0.1743344475523866,0.1923932835439367,0.9061358293860294,0.3279738727903486,10.180002585698281,4.044309159740404
coint|L2|free,3906,0.04223406640572679,0.060228074575562535,0.7012355401257209,0.09642820388376638,0.8709280627235225,3.070934948667741
coint|L2|actual,3906,0.033816001889597755,0.06023793401212719,0.561373865889721,0.10457755068257435,0.6420773719573467,2.4518497553970806
coint|L2|worst,3906,0.031185356728307453,0.06024425684996266,0.5176486250959005,0.10897710519424197,0.5764658866895651,2.258704131729351
dist|MN|free,3906,0.0022946133738338628,0.009895695467895937,0.23187995035600595,0.04435425390520298,0.03542038447224716,0.9457713414699649
dist|MN|actual,3906,-0.003981515658424205,0.009934449419452058,-0.4007786934450775,0.08754992583373922,-0.060567048499261644,-1.615592438977462
dist|MN|worst,3906,-0.005942805981004844,0.009958132590001613,-0.5967791578685819,0.11039309985621248,-0.08869997269839613,-2.394797738364849
dist|L1|free,3906,0.15122619664587933,0.16927821319592043,0.8933588900235618,0.40425712504876354,7.337737683844532,4.028202653467961
dist|L1|actual,3906,0.14435135793620194,0.16927180006173198,0.8527785365522091,0.4048386471786014,6.495476797481679,3.847359972969131
dist|L1|worst,3906,0.14220297083942776,0.16927656178598757,0.8400629676021638,0.4050202814912627,6.25000840581796,3.790622308887534
dist|L2|free,3906,0.03891203682226327,0.05747496204248477,0.677025881174136,0.10731191828182829,0.781563709436768,3.037602238931575
dist|L2|actual,3906,0.0326359077900052,0.057503819916050844,0.5675433012563336,0.12346176914224516,0.616394056298406,2.544372293060822
dist|L2|worst,3906,0.030674617467424555,0.05751484293368933,0.5333339343861251,0.12844884449495075,0.567984772980725,2.390310048670858
